"gdp_pc_ppp_mean","gdp_pc_ppp_sd","gdp_pc_ppp_median","edu_exp_gdp_mean","edu_exp_gdp_sd","edu_exp_gdp_median","tertiary_enr_mean","tertiary_enr_sd","tertiary_enr_median","stage"
18314.1890915641,21182.4056725009,10343.4078150973,4.37110770751417,1.91736233865441,4.17305994033813,37.5484892663901,27.3568453104958,33.5077925438174,"antes_limpieza"
16109.8640540399,24530.1862881262,9631.9289925536,4.03201889846475,1.489231585548,3.92026752279272,32.7986683456891,24.2166525969925,27.2368629930846,"despues_limpieza"
