"term","estimate","std.error","statistic","p.value"
"(Intercept)",-10978.6813981639,5866.71345261103,-1.87135122361869,0.061973629670815
"edu_exp_gdp",-1014.77140526189,745.29576858366,-1.36156871947675,0.174045345035861
"tertiary_enr",198.6184585346,57.7959652173485,3.43654540222094,0.00064636744332704
"literacy",296.447726500767,75.8959066102831,3.90597780224159,0.00010891566902975
