"r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
0.140158575682144,0.134173600570883,22825.2875859558,23.4184057705478,4.63904207923647e-14,3,-4980.72558244939,9971.45116489879,9991.82789505423,224548307707.464,431,435
