"term","estimate","std.error","statistic","p.value"
"(Intercept)",-9387.84844972447,5435.68112651585,-1.72707858154694,0.0848700068462276
"edu_exp_gdp_w",-1035.01112368496,714.390358884278,-1.44880331994041,0.148119649986893
"tertiary_enr_w",227.295992724331,54.2974927849256,4.18612317192359,3.44155026639929e-05
"literacy",263.855641650763,70.3135803700657,3.7525559111351,0.000198999689918327
